Travel Start Date,Travel End Date,Origin City,Destination City,Segment Count,Distance,CO2 Emission,Air Expense,Mode
2023-09-10 00:00:00,10/13/23,London,Frankfurt,2,1308.3,356.62,288.28,Air
2023-07-08 00:00:00,2023-11-08 00:00:00,London,Frankfurt,2,1308.3,356.62,242.68,Air
7/31/23,2023-04-08 00:00:00,London,Frankfurt,2,1308.3,356.62,346.38,Air
8/14/23,8/18/23,London,Frankfurt,2,1308.3,356.62,312.78,Air
2023-06-09 00:00:00,2023-08-09 00:00:00,London,Frankfurt,2,1308.3,356.62,212.58,Air
9/18/23,9/22/23,London,Frankfurt,2,1308.3,356.62,382.08,Air
9/25/23,9/27/23,London,Frankfurt,2,1308.3,356.62,216.58,Air
2023-11-09 00:00:00,9/15/23,London,Frankfurt,2,1308.3,356.62,427.08,Air
2023-11-12 00:00:00,12/15/23,London,Frankfurt,2,1308.3,356.62,317.48,Air
12/18/23,12/21/23,London,Frankfurt,2,1308.3,356.62,336.48,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,London,Frankfurt,2,1308.3,356.62,254.68,Air
2023-02-05 00:00:00,2023-05-05 00:00:00,London,Frankfurt,2,1308.3,356.62,234.68,Air
4/24/23,4/26/23,London,Frankfurt,2,1308.3,356.62,291.18,Air
5/22/23,5/26/23,London,Frankfurt,2,1308.3,356.62,371.18,Air
5/15/23,5/19/23,London,Frankfurt,2,1308.3,356.62,234.68,Air
2023-12-06 00:00:00,6/16/23,London,Frankfurt,2,1308.3,356.62,234.68,Air
2023-05-06 00:00:00,2023-09-06 00:00:00,London,Frankfurt,2,1257.95,342.89,194.77,Air
5/30/23,2023-02-06 00:00:00,London,Frankfurt,2,1308.3,356.62,315.68,Air
2023-10-07 00:00:00,7/14/23,London,Frankfurt,2,1308.3,356.62,269.98,Air
6/26/23,6/30/23,London,Frankfurt,2,1308.3,356.62,279.98,Air
6/19/23,6/23/23,London,Frankfurt,2,1308.3,356.62,254.48,Air
7/17/23,7/21/23,London,Frankfurt,2,1308.3,356.62,234.48,Air
7/24/23,7/28/23,London,Frankfurt,2,1308.3,356.62,244.88,Air
2022-12-09 00:00:00,9/15/22,London,Frankfurt,2,1308.3,321.67,468.37,Air
9/26/22,9/29/22,London,Frankfurt,2,1308.3,321.67,373.37,Air
9/19/22,9/22/22,London,Frankfurt,2,1308.3,321.67,428.37,Air
2022-12-12 00:00:00,12/16/22,London,Frankfurt,2,1308.3,321.67,313.87,Air
2022-05-12 00:00:00,2022-08-12 00:00:00,London,Frankfurt,2,1308.3,321.67,284.87,Air
10/18/22,10/21/22,London,Frankfurt,2,1308.3,321.67,333.87,Air
10/25/22,10/28/22,London,Frankfurt,2,1308.3,321.67,333.87,Air
2022-04-10 00:00:00,2022-07-10 00:00:00,London,Frankfurt,2,1308.3,321.67,375.17,Air
10/30/23,2023-03-11 00:00:00,London,Frankfurt,2,1308.3,356.62,289.58,Air
2023-09-10 00:00:00,10/15/23,Glasgow,Frankfurt,2,2166.39,396.17,451.87,Air
8/16/23,8/25/23,Manchester,Frankfurt,2,1665.56,304.58,280.87,Air
2023-03-07 00:00:00,7/14/23,Manchester,Frankfurt,2,1665.56,304.58,415.87,Air
2023-05-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,529.97,Air
6/19/23,6/30/23,Manchester,Frankfurt,2,1665.56,304.58,619.97,Air
7/17/23,7/27/23,Manchester,Frankfurt,2,1665.56,304.58,390.47,Air
2023-04-09 00:00:00,2023-07-09 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,496.07,Air
7/25/23,7/27/23,Glasgow,Frankfurt,2,2166.39,396.17,462.67,Air
9/13/22,9/15/22,Glasgow,London,2,1109.97,272.91,292.89,Air
2022-11-10 00:00:00,10/13/22,Glasgow,Frankfurt,2,2166.39,327.17,371.19,Air
2023-08-08 00:00:00,2023-10-08 00:00:00,Glasgow,Frankfurt,2,2166.39,396.17,746.37,Air
2/23/22,2/25/22,Manchester,Frankfurt,2,1665.56,251.53,511.78,Air
7/14/23,7/14/23,Frankfurt,London,1,620.88,169.24,353.7,Air
2023-01-09 00:00:00,2023-01-09 00:00:00,Frankfurt,London,1,620.88,169.24,204.8,Air
10/16/23,10/16/23,Manchester,Frankfurt,1,832.78,152.29,444.07,Air
2/16/21,2/18/21,Glasgow,London,2,1109.97,272.91,254.08,Air
4/22/21,4/23/21,Glasgow,London,2,1109.97,272.91,152.46,Air
7/19/22,7/20/22,Glasgow,London,2,1109.97,272.91,460.89,Air
8/19/21,8/20/21,Glasgow,London,4,2380.84,585.38,96.96,Air
8/19/21,8/20/21,Glasgow,London,2,1190.42,292.69,117.98,Air
2020-08-12 00:00:00,2020-10-12 00:00:00,Glasgow,London,2,1109.97,271.17,99.75,Air
2021-11-08 00:00:00,8/13/21,Glasgow,London,2,1109.97,272.91,322.41,Air
2022-12-12 00:00:00,12/13/22,Glasgow,London,2,1109.97,272.91,455.89,Air
10/20/21,10/22/21,Glasgow,London,2,1109.97,272.91,205.41,Air
2020-06-10 00:00:00,2020-07-10 00:00:00,Glasgow,London,2,1109.97,271.17,171.75,Air
2022-10-02 00:00:00,2022-11-02 00:00:00,Glasgow,London,2,1109.97,272.91,127.89,Air
1/31/21,2021-01-02 00:00:00,Glasgow,London,2,1109.97,272.91,231.2,Air
9/13/21,9/14/21,Glasgow,London,2,1190.42,292.69,187.46,Air
2022-04-04 00:00:00,2022-06-04 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,351.49,Air
6/14/22,6/18/22,Glasgow,Frankfurt,2,2166.39,327.17,325.89,Air
2021-03-03 00:00:00,2021-05-03 00:00:00,Glasgow,London,2,1109.97,272.91,129.08,Air
2022-03-05 00:00:00,2022-05-05 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,351.59,Air
5/19/21,5/20/21,Glasgow,London,2,1077.94,265.03,102.98,Air
7/14/20,7/16/20,Glasgow,London,2,1109.97,271.17,281.28,Air
7/22/20,7/24/20,Glasgow,London,2,1123.07,274.37,193.74,Air
2022-04-10 00:00:00,2022-06-10 00:00:00,Glasgow,Frankfurt,2,2166.39,327.17,369.79,Air
1/16/23,1/20/23,Glasgow,Frankfurt,2,2166.39,396.17,454.27,Air
3/15/23,3/15/23,Glasgow,Frankfurt,1,1083.2,198.08,427.47,Air
2022-09-11 00:00:00,2022-09-11 00:00:00,Manchester,Paris,2,1182.04,290.63,149.4,Air
2023-02-04 00:00:00,2023-06-04 00:00:00,Manchester,Paris,2,1182.04,322.2,532.11,Air
2023-12-11 00:00:00,2023-12-11 00:00:00,Manchester,Paris,1,591.02,161.1,150.99,Air
2023-06-02 00:00:00,2023-08-02 00:00:00,Manchester,Paris,2,1182.04,322.2,183.76,Air
9/13/23,9/13/23,Manchester,Paris,1,591.02,161.1,83.48,Air
2023-09-05 00:00:00,5/15/23,London,Frankfurt,2,1308.3,356.62,244.68,Air
6/26/23,2023-05-07 00:00:00,London,Frankfurt,2,1308.3,356.62,312.58,Air
2023-10-07 00:00:00,7/19/23,London,Frankfurt,2,1308.3,356.62,242.58,Air
5/30/23,2023-08-06 00:00:00,London,Frankfurt,2,1308.3,356.62,391.58,Air
2023-12-06 00:00:00,6/21/23,London,Frankfurt,2,1308.3,356.62,382.88,Air
7/23/23,2023-02-08 00:00:00,London,Frankfurt,2,1308.3,356.62,348.88,Air
2023-03-05 00:00:00,2023-05-05 00:00:00,London,Frankfurt,2,1308.3,356.62,292.28,Air
2023-07-08 00:00:00,8/18/23,London,Frankfurt,2,1308.3,356.62,257.68,Air
3/15/23,3/15/23,Paris,London,1,348.74,95.06,130.8,Air
7/24/23,7/24/23,Glasgow,London,1,554.99,151.28,129.35,Air
7/31/23,2023-03-08 00:00:00,Glasgow,London,2,1134.18,309.16,231.46,Air
11/13/23,11/16/23,Glasgow,London,2,1109.97,302.56,166.03,Air
2023-12-06 00:00:00,6/15/23,Glasgow,London,2,1190.42,324.49,316.46,Air
2023-07-08 00:00:00,2023-10-08 00:00:00,Glasgow,London,2,1109.97,302.56,303.03,Air
8/14/23,8/17/23,Glasgow,London,2,1150.2,313.52,239.03,Air
9/25/23,9/25/23,Glasgow,London,1,595.21,162.24,83.35,Air
10/30/23,2023-02-11 00:00:00,Glasgow,London,2,1109.97,302.56,189.03,Air
12/18/23,12/21/23,Glasgow,London,2,1109.97,302.56,60.0,Air
10/23/23,10/26/23,Glasgow,London,2,1109.97,302.56,253.03,Air
12/18/23,12/21/23,Glasgow,London,2,1109.97,302.56,185.03,Air
6/26/23,6/29/23,Glasgow,London,2,1134.18,309.16,256.96,Air
2023-10-07 00:00:00,7/13/23,Glasgow,London,2,1056.23,287.91,207.96,Air
7/17/23,7/20/23,Glasgow,London,2,1123.07,306.13,299.97,Air
2023-11-09 00:00:00,9/14/23,Glasgow,London,2,1190.42,324.49,158.46,Air
2023-04-09 00:00:00,2023-07-09 00:00:00,Glasgow,London,2,1134.18,309.16,195.96,Air
2023-12-06 00:00:00,6/15/23,Glasgow,London,2,1150.2,313.52,470.03,Air
2023-12-06 00:00:00,6/15/23,Glasgow,London,2,1190.42,324.49,245.46,Air
6/19/23,6/22/23,Glasgow,London,2,1190.42,324.49,232.96,Air
8/21/23,8/24/23,Glasgow,London,2,1109.97,302.56,311.03,Air
10/16/23,10/19/23,Glasgow,London,2,1123.07,306.13,275.03,Air
2023-09-10 00:00:00,2023-12-10 00:00:00,Glasgow,London,2,1109.97,302.56,331.03,Air
2023-04-12 00:00:00,2023-07-12 00:00:00,Glasgow,London,2,1109.97,302.56,239.03,Air
2023-11-12 00:00:00,12/14/23,Glasgow,London,2,1109.97,302.56,189.03,Air
11/20/23,11/23/23,Glasgow,London,2,1109.97,302.56,267.03,Air
2023-02-10 00:00:00,2023-05-10 00:00:00,Glasgow,London,2,1109.97,302.56,303.03,Air
5/23/23,5/26/23,Glasgow,London,2,1109.97,302.56,678.03,Air
11/24/21,11/24/21,Manchester,Paris,1,591.02,145.31,64.98,Air
2022-12-06 00:00:00,6/17/22,Manchester,Paris,2,1182.04,290.63,200.2,Air
7/17/23,7/20/23,Manchester,Frankfurt,2,1964.48,359.24,688.27,Air
2022-10-10 00:00:00,10/13/22,Manchester,Frankfurt,2,1665.56,251.53,427.1,Air
4/19/22,4/20/22,Manchester,Frankfurt,2,1665.56,251.53,387.08,Air
2023-12-10 00:00:00,2023-12-10 00:00:00,Manchester,Frankfurt,1,832.78,152.29,339.87,Air
11/14/23,11/16/23,Manchester,Frankfurt,2,1665.56,304.58,440.18,Air
2/23/20,2/28/20,Manchester,Paris,2,1182.04,288.77,113.03,Air
9/26/22,9/28/22,Manchester,Frankfurt,2,1665.56,251.53,735.6,Air
2023-05-02 00:00:00,2023-10-02 00:00:00,Manchester,Paris,2,1182.04,322.2,166.87,Air
2023-03-04 00:00:00,2023-05-04 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,560.27,Air
2023-01-02 00:00:00,2023-02-02 00:00:00,Manchester,Paris,2,1182.04,322.2,277.69,Air
3/23/22,3/24/22,London,Frankfurt,2,1486.93,286.6,619.77,Air
2/23/20,2/28/20,Manchester,Paris,2,1182.04,288.77,49.48,Air
2023-11-01 00:00:00,1/13/23,Manchester,Frankfurt,2,1665.56,304.58,506.48,Air
2023-04-06 00:00:00,2023-09-06 00:00:00,Manchester,Paris,2,1182.04,322.2,182.65,Air
2023-04-06 00:00:00,2023-09-06 00:00:00,Manchester,Paris,2,1182.04,322.2,101.94,Air
1/23/23,1/27/23,Manchester,Frankfurt,2,1665.56,380.72,983.68,Air
2023-03-07 00:00:00,2023-03-07 00:00:00,Manchester,Frankfurt,1,832.78,152.29,472.17,Air
2021-08-11 00:00:00,2021-08-11 00:00:00,Manchester,Paris,1,591.02,145.31,79.48,Air
11/15/22,11/18/22,Manchester,Paris,2,1182.04,290.63,160.18,Air
2023-01-02 00:00:00,2023-01-02 00:00:00,Manchester,Paris,2,1182.04,322.2,57.98,Air
2023-01-02 00:00:00,2023-02-02 00:00:00,Manchester,Paris,2,1182.04,322.2,272.69,Air
9/25/23,9/29/23,Manchester,Frankfurt,2,1665.56,304.58,725.77,Air
9/18/23,9/18/23,Manchester,Frankfurt,1,832.78,152.29,304.77,Air
6/26/23,6/29/23,Manchester,Frankfurt,2,1665.56,304.58,520.37,Air
2023-10-10 00:00:00,10/13/23,Manchester,Frankfurt,2,1665.56,304.58,536.37,Air
10/17/23,10/20/23,Manchester,Frankfurt,2,1665.56,304.58,660.57,Air
10/23/23,10/27/23,Manchester,Frankfurt,2,1665.56,304.58,461.47,Air
6/19/23,6/22/23,Manchester,Frankfurt,2,1665.56,304.58,595.87,Air
2023-11-12 00:00:00,2023-11-12 00:00:00,Manchester,Frankfurt,1,832.78,152.29,333.08,Air
3/22/22,3/25/22,Manchester,Frankfurt,2,1665.56,251.53,361.88,Air
2023-10-01 00:00:00,2023-10-01 00:00:00,Manchester,Frankfurt,1,832.78,152.29,321.98,Air
2022-05-04 00:00:00,2022-06-04 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,468.08,Air
2022-09-08 00:00:00,2022-11-08 00:00:00,Manchester,Frankfurt,2,1665.56,377.28,665.5,Air
2022-03-05 00:00:00,2022-05-05 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,392.17,Air
11/13/23,11/13/23,Manchester,Frankfurt,1,832.78,152.29,437.78,Air
6/29/22,6/30/22,Manchester,Frankfurt,2,1665.56,314.41,489.6,Air
9/14/21,9/16/21,Manchester,Frankfurt,2,1665.56,251.53,532.87,Air
9/21/21,9/23/21,Manchester,Frankfurt,2,1665.56,251.53,530.17,Air
2022-09-02 00:00:00,2022-10-02 00:00:00,London,Frankfurt,2,1308.3,321.67,325.97,Air
2021-06-09 00:00:00,2021-08-09 00:00:00,London,Frankfurt,2,1308.3,321.67,253.32,Air
11/22/22,11/22/22,London,Frankfurt,1,620.88,152.66,155.46,Air
3/20/23,3/23/23,Manchester,Frankfurt,2,1665.56,304.58,611.08,Air
2023-05-09 00:00:00,2023-08-09 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,689.87,Air
2020-11-02 00:00:00,2020-12-02 00:00:00,Manchester,Frankfurt,2,1665.56,254.8,580.84,Air
2022-12-09 00:00:00,2022-12-09 00:00:00,Manchester,Frankfurt,1,832.78,188.64,713.0,Air
7/26/22,7/28/22,Manchester,Frankfurt,2,1665.56,377.28,617.5,Air
8/28/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,689.17,Air
8/14/23,8/17/23,Manchester,Frankfurt,2,1665.56,304.58,591.37,Air
2023-02-05 00:00:00,2023-04-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,567.47,Air
2023-11-01 00:00:00,2023-11-01 00:00:00,London,Frankfurt,1,620.88,169.24,139.46,Air
5/15/23,5/17/23,London,Frankfurt,2,1308.3,356.62,408.58,Air
2/15/23,2/17/23,Manchester,Frankfurt,2,1665.56,304.58,599.78,Air
9/20/22,9/21/22,Manchester,Frankfurt,2,1665.56,251.53,859.8,Air
2022-11-05 00:00:00,5/13/22,Manchester,Frankfurt,2,1665.56,251.53,472.17,Air
2/27/23,2023-03-03 00:00:00,Manchester,Frankfurt,2,1665.56,380.72,515.28,Air
2/15/23,2/15/23,Manchester,Frankfurt,2,898.42,244.89,651.64,Air
3/23/22,3/24/22,Frankfurt,London,2,1308.3,321.67,468.57,Air
2023-03-01 00:00:00,2023-05-01 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,506.48,Air
7/13/23,7/14/23,Manchester,Frankfurt,2,1665.56,304.58,665.57,Air
2023-12-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,854.87,Air
2023-03-10 00:00:00,2023-06-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,461.27,Air
2/22/22,2/24/22,Manchester,Frankfurt,2,1665.56,251.53,466.78,Air
2023-10-07 00:00:00,2023-11-07 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,634.57,Air
2022-11-12 00:00:00,12/16/22,Manchester,Paris,2,1182.04,290.63,265.98,Air
2023-05-07 00:00:00,2023-05-07 00:00:00,Frankfurt,London,1,654.15,178.31,228.1,Air
8/22/23,8/25/23,Manchester,Paris,2,1182.04,322.2,227.27,Air
2023-12-06 00:00:00,6/14/23,Manchester,Paris,2,1182.04,322.2,238.47,Air
2/22/22,2/24/22,Manchester,Frankfurt,2,1665.56,251.53,466.78,Air
7/26/22,7/28/22,Manchester,Frankfurt,2,1665.56,377.28,617.5,Air
3/23/22,3/23/22,Frankfurt,London,1,654.15,160.84,131.0,Air
4/19/22,4/20/22,Manchester,Frankfurt,2,1665.56,251.53,386.98,Air
11/15/22,11/18/22,Manchester,Paris,2,1182.04,290.63,119.18,Air
5/16/22,5/19/22,Manchester,Frankfurt,2,1665.56,251.53,322.97,Air
2023-09-05 00:00:00,2023-12-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,345.4,Air
2022-03-05 00:00:00,2022-04-05 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,392.17,Air
2021-08-11 00:00:00,2021-08-11 00:00:00,Manchester,Paris,1,591.02,145.31,79.48,Air
2022-07-03 00:00:00,2022-09-03 00:00:00,Manchester,Frankfurt,2,1665.56,251.53,465.78,Air
3/21/22,3/21/22,Manchester,Frankfurt,1,832.78,125.77,268.68,Air
6/29/22,6/30/22,Manchester,Frankfurt,2,1665.56,251.53,403.5,Air
3/28/23,3/30/23,London,Frankfurt,2,1486.93,330.6,433.68,Air
2022-06-09 00:00:00,2022-07-09 00:00:00,London,Frankfurt,2,1308.3,321.67,754.17,Air
10/16/23,10/18/23,London,Frankfurt,2,1308.3,356.62,367.08,Air
10/17/22,10/19/22,London,Frankfurt,2,1308.3,321.67,546.17,Air
9/25/23,9/26/23,London,Frankfurt,2,1308.3,356.62,213.68,Air
2023-10-07 00:00:00,2023-12-07 00:00:00,London,Frankfurt,2,1308.3,356.62,366.68,Air
2023-11-12 00:00:00,12/13/23,London,Frankfurt,2,1308.3,356.62,724.68,Air
5/22/23,5/24/23,London,Frankfurt,2,1308.3,356.62,884.38,Air
10/23/23,10/25/23,London,Frankfurt,2,1308.3,356.62,415.08,Air
6/26/23,6/28/23,London,Frankfurt,2,1308.3,356.62,75.1,Air
12/18/23,12/20/23,London,Frankfurt,2,1308.3,356.62,573.68,Air
11/13/23,11/15/23,London,Frankfurt,2,1308.3,356.62,392.28,Air
9/21/22,9/21/22,Frankfurt,London,1,654.15,160.84,709.87,Air
2023-04-12 00:00:00,2023-07-12 00:00:00,London,Frankfurt,2,1308.3,356.62,884.28,Air
8/16/23,8/16/23,London,Frankfurt,2,1308.3,356.62,261.88,Air
8/17/23,8/17/23,Frankfurt,London,1,654.15,178.31,262.3,Air
11/24/22,11/24/22,Frankfurt,London,1,654.15,160.84,358.1,Air
10/30/23,2023-01-11 00:00:00,London,Frankfurt,2,1308.3,356.62,384.38,Air
3/13/23,3/15/23,London,Frankfurt,2,1308.3,356.62,339.98,Air
9/26/22,9/28/22,London,Frankfurt,2,1308.3,321.67,565.87,Air
2023-09-02 00:00:00,2023-09-02 00:00:00,Frankfurt,London,1,654.15,178.31,103.3,Air
2023-06-11 00:00:00,2023-07-11 00:00:00,London,Frankfurt,2,1308.3,356.62,299.38,Air
2023-11-09 00:00:00,9/13/23,London,Frankfurt,2,1308.3,356.62,297.68,Air
2023-09-10 00:00:00,2023-11-10 00:00:00,London,Frankfurt,2,1308.3,356.62,320.18,Air
2022-10-10 00:00:00,2022-12-10 00:00:00,London,Frankfurt,2,1308.3,321.67,567.77,Air
2022-07-11 00:00:00,2022-09-11 00:00:00,London,Frankfurt,2,1308.3,321.67,449.37,Air
4/17/23,4/19/23,London,Frankfurt,2,1308.3,356.62,298.78,Air
8/16/22,8/18/22,London,Frankfurt,2,1308.3,321.67,648.37,Air
7/25/22,7/25/22,London,Frankfurt,1,654.15,160.84,600.07,Air
11/27/23,11/29/23,London,Frankfurt,2,1308.3,356.62,412.68,Air
2023-02-02 00:00:00,2023-02-02 00:00:00,Paris,London,1,348.74,95.06,151.1,Air
2023-03-10 00:00:00,2023-04-10 00:00:00,London,Frankfurt,2,1275.03,347.55,628.72,Air
7/27/22,7/27/22,Frankfurt,London,1,654.15,160.84,310.2,Air
2/27/23,2023-02-03 00:00:00,London,Frankfurt,2,1308.3,356.62,489.38,Air
3/20/23,3/23/23,London,Frankfurt,2,1308.3,356.62,338.78,Air
2/20/23,2/22/23,London,Frankfurt,2,1308.3,356.62,320.18,Air
7/31/23,2023-01-08 00:00:00,London,Frankfurt,2,1308.3,356.62,333.78,Air
2023-07-08 00:00:00,2023-09-08 00:00:00,London,Frankfurt,2,1308.3,356.62,262.08,Air
7/24/23,7/26/23,London,Frankfurt,2,1308.3,356.62,368.68,Air
8/28/23,8/30/23,London,Frankfurt,2,1308.3,356.62,159.08,Air
3/17/23,3/17/23,Paris,London,1,348.74,95.06,343.3,Air
9/18/23,9/20/23,London,Frankfurt,2,1308.3,356.62,194.68,Air
2023-12-06 00:00:00,6/13/23,London,Frankfurt,2,1308.3,356.62,411.88,Air
2023-11-01 00:00:00,2023-12-01 00:00:00,London,Frankfurt,2,1308.3,356.62,196.61,Air
2023-03-07 00:00:00,2023-05-07 00:00:00,London,Frankfurt,2,1308.3,356.62,651.68,Air
5/15/23,5/17/23,London,Frankfurt,2,1308.3,356.62,498.38,Air
2023-06-06 00:00:00,2023-06-06 00:00:00,Manchester,Frankfurt,1,832.78,152.29,327.97,Air
10/29/23,10/29/23,Manchester,Frankfurt,1,832.78,152.29,339.97,Air
6/26/23,6/29/23,Manchester,Frankfurt,2,1665.56,304.58,416.07,Air
7/31/23,2023-09-08 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,442.17,Air
7/24/23,7/26/23,Manchester,Frankfurt,2,1665.56,304.58,672.17,Air
2023-10-07 00:00:00,7/13/23,Manchester,Frankfurt,2,1665.56,304.58,517.87,Air
2023-03-07 00:00:00,2023-05-07 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,496.87,Air
8/28/23,8/31/23,Manchester,Frankfurt,2,1665.56,304.58,497.37,Air
9/23/23,9/23/23,Manchester,Frankfurt,1,832.78,152.29,356.77,Air
2023-02-10 00:00:00,2023-08-10 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,591.97,Air
4/19/23,4/19/23,Manchester,Frankfurt,1,832.78,152.29,300.58,Air
3/13/23,3/13/23,Manchester,Frankfurt,1,832.78,152.29,297.58,Air
2023-04-09 00:00:00,9/13/23,Manchester,Frankfurt,2,1665.56,304.58,318.47,Air
2023-11-09 00:00:00,2023-11-09 00:00:00,Manchester,Frankfurt,1,832.78,152.29,199.07,Air
5/15/23,5/19/23,Manchester,Frankfurt,2,1665.56,304.58,336.47,Air
5/21/23,5/21/23,Manchester,Frankfurt,1,832.78,152.29,276.27,Air
2023-11-05 00:00:00,2023-12-05 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,407.47,Air
2023-06-11 00:00:00,2023-08-11 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,510.38,Air
6/19/23,6/21/23,Manchester,Frankfurt,2,1665.56,304.58,531.47,Air
2023-12-12 00:00:00,2023-12-12 00:00:00,Manchester,Frankfurt,1,832.78,152.29,256.08,Air
11/22/23,11/23/23,London,Frankfurt,2,1308.3,356.62,257.78,Air
2023-04-12 00:00:00,2023-08-12 00:00:00,Manchester,Frankfurt,2,1665.56,304.58,330.88,Air
10/24/23,10/27/23,Manchester,Frankfurt,2,1665.56,304.58,425.47,Air
11/29/23,11/29/23,London,Frankfurt,2,1308.3,356.62,514.28,Air
2023-06-03 00:00:00,2023-06-03 00:00:00,Manchester,Frankfurt,1,832.78,152.29,202.98,Air
3/20/23,3/20/23,Manchester,Frankfurt,1,832.78,152.29,266.58,Air
2/20/23,2/20/23,Manchester,Frankfurt,1,832.78,152.29,266.68,Air
2/27/23,2/27/23,Manchester,Frankfurt,1,832.78,152.29,203.08,Air
11/15/23,11/15/23,London,Frankfurt,2,1308.3,356.62,257.78,Air
3/26/23,3/28/23,Manchester,Frankfurt,2,1665.56,304.58,576.68,Air
2023-11-04 00:00:00,2023-11-04 00:00:00,Manchester,Frankfurt,1,832.78,152.29,268.47,Air
2023-12-06 00:00:00,6/15/23,Manchester,Frankfurt,2,1665.56,304.58,485.07,Air
8/25/21,8/26/21,Manchester,London,2,488.53,120.12,274.09,Air
5/23/23,5/26/23,London,Frankfurt,2,1308.3,356.62,408.48,Air
8/28/23,8/31/23,London,Frankfurt,2,1308.3,356.62,466.98,Air
2023-11-09 00:00:00,9/14/23,London,Frankfurt,2,1308.3,356.62,561.58,Air
9/22/23,9/22/23,Frankfurt,London,1,654.15,178.31,437.98,Air
8/15/23,8/17/23,London,Frankfurt,2,1308.3,356.62,292.48,Air
3/23/23,3/23/23,Frankfurt,London,1,654.15,178.31,167.1,Air
12/18/23,12/20/23,London,Frankfurt,2,1308.3,356.62,431.48,Air
2023-10-07 00:00:00,7/14/23,London,Frankfurt,2,1308.3,356.62,481.48,Air
2023-05-09 00:00:00,2023-08-09 00:00:00,London,Frankfurt,2,1308.3,356.62,328.28,Air
6/19/23,6/23/23,London,Frankfurt,2,1308.3,356.62,451.78,Air
8/21/23,8/25/23,London,Frankfurt,2,1308.3,356.62,288.28,Air
2023-09-10 00:00:00,10/13/23,London,Frankfurt,2,1308.3,356.62,329.08,Air
2023-08-08 00:00:00,2023-10-08 00:00:00,London,Frankfurt,2,1308.3,356.62,197.78,Air
2023-05-06 00:00:00,2023-09-06 00:00:00,London,Frankfurt,2,1308.3,356.62,293.48,Air
10/16/23,10/20/23,London,Frankfurt,2,1308.3,356.62,528.38,Air
5/29/23,5/31/23,London,Frankfurt,2,1308.3,356.62,343.78,Air
7/25/23,7/27/23,London,Frankfurt,2,1308.3,356.62,343.48,Air
7/20/23,7/20/23,Frankfurt,London,1,654.15,178.31,696.18,Air
3/20/23,3/20/23,London,Frankfurt,1,654.15,178.31,214.58,Air
6/26/23,6/30/23,London,Frankfurt,2,1308.3,356.62,451.98,Air
9/25/23,9/28/23,London,Frankfurt,2,1308.3,356.62,423.38,Air
2023-03-04 00:00:00,2023-05-04 00:00:00,London,Frankfurt,2,1308.3,356.62,619.78,Air
2023-03-11 00:00:00,2023-03-11 00:00:00,Frankfurt,London,1,654.15,178.31,704.28,Air
8/29/23,8/31/23,London,Frankfurt,2,1241.76,338.48,323.82,Air
11/21/23,11/21/23,London,Frankfurt,1,620.88,169.24,361.12,Air
7/17/23,7/17/23,London,Frankfurt,1,620.88,169.24,269.12,Air
3/24/22,3/24/22,Frankfurt,London,1,620.88,152.66,217.0,Air
2022-06-04 00:00:00,2022-06-04 00:00:00,Frankfurt,London,1,654.15,160.84,413.5,Air
10/13/23,10/13/23,Frankfurt,London,1,620.88,169.24,263.4,Air
2023-10-03 00:00:00,2023-10-03 00:00:00,Frankfurt,London,1,620.88,169.24,208.0,Air
2023-09-05 00:00:00,2023-09-05 00:00:00,London,Frankfurt,1,620.88,169.24,565.12,Air
1/24/23,1/27/23,London,Frankfurt,2,1241.76,338.48,316.46,Air
5/15/23,5/15/23,London,Frankfurt,1,654.15,178.31,214.28,Air
1/30/23,1/30/23,London,Frankfurt,1,620.88,169.24,170.46,Air
5/20/22,5/20/22,Frankfurt,London,1,620.88,152.66,314.8,Air
3/23/22,3/24/22,Frankfurt,London,2,1308.3,321.67,265.57,Air
2023-11-07 00:00:00,2023-11-07 00:00:00,London,Frankfurt,1,620.88,169.24,176.12,Air
2023-11-01 00:00:00,2023-11-01 00:00:00,London,Frankfurt,1,654.15,178.31,215.71,Air
4/20/23,4/20/23,Frankfurt,London,1,620.88,169.24,682.4,Air
